;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($)
58;Occupancy and Notification-Parks-7.9-Item #8;Occupancy and Notification;Parks;7.;O&N - Parks - Customer;7,9;O&N - Parks - Customer - Non quantifiable  benefits ;Item #8;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
59;Occupancy and Notification-Parks-7.9-Item #9;Occupancy and Notification;Parks;7.;O&N - Parks - Customer;7,9;O&N - Parks - Customer - Non quantifiable  benefits ;Item #9;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
60;Occupancy and Notification-Parks-7.9-Item #10;Occupancy and Notification;Parks;7.;O&N - Parks - Customer;7,9;O&N - Parks - Customer - Non quantifiable  benefits ;Item #10;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
61;Occupancy and Notification-Parks-7.9-Item #11;Occupancy and Notification;Parks;7.;O&N - Parks - Customer;7,9;O&N - Parks - Customer - Non quantifiable  benefits ;Item #11;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
62;Occupancy and Notification-Offices-7.4-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #1;Potential sub letting of unused space;Current # of square foot of unused space;O&N-Offices-II.1.1;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;$4;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
63;Occupancy and Notification-Offices-7.4-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #2;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
64;Occupancy and Notification-Offices-7.4-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #3;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
65;Occupancy and Notification-Offices-7.4-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #4;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
66;Occupancy and Notification-Offices-7.4-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #5;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
67;Occupancy and Notification-Offices-7.4-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #6;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
68;Occupancy and Notification-Offices-7.4-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #7;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
69;Occupancy and Notification-Offices-7.4-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #8;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
70;Occupancy and Notification-Offices-7.4-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #9;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
71;Occupancy and Notification-Offices-7.4-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,4;O&N - Offices - Customer - UC Revenues (New) ;Item #10;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
72;Occupancy and Notification-Offices-7.5-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #1;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
73;Occupancy and Notification-Offices-7.5-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
74;Occupancy and Notification-Offices-7.5-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
75;Occupancy and Notification-Offices-7.5-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
76;Occupancy and Notification-Offices-7.5-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
77;Occupancy and Notification-Offices-7.5-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
78;Occupancy and Notification-Offices-7.5-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
79;Occupancy and Notification-Offices-7.5-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
80;Occupancy and Notification-Offices-7.5-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
81;Occupancy and Notification-Offices-7.5-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,5;O&N - Offices - Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Occupancy and Notification-Offices-7.6-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #1;Reduction of electricty consumption of indoor lighting in offices;# of kWhs consumed each month  in Offices for lighting;O&N-Offices-II.2.1;-16%;-20%;0%;0%;;;NA#;NA#; $0,13 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
83;Occupancy and Notification-Offices-7.6-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #2;Reduction of # of required video monitoring security staff;Current # of security staff performing video monitoring;O&N-Offices-II.2.2;-20%;-50%;0%;0%;;;NA#;NA#; $2 353,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
84;Occupancy and Notification-Offices-7.6-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #3;Increase employee productivity due to enhanced collaboration;Current # number of employees at work in premises;O&N-Offices-II.2.3;-7%;-7%;0%;0%;;;NA#;NA#; $2 843,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
85;Occupancy and Notification-Offices-7.6-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #4;Reduction of # of square foot required per employee in Offices due to spatial optimization;Current # of square foot for existing premises;O&N-Offices-II.2.4;-21%;-21%;0%;0%;;;NA#;NA#; $8,0 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
86;Occupancy and Notification-Offices-7.6-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
87;Occupancy and Notification-Offices-7.6-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
88;Occupancy and Notification-Offices-7.6-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
89;Occupancy and Notification-Offices-7.6-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
90;Occupancy and Notification-Offices-7.6-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
91;Occupancy and Notification-Offices-7.6-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,6;O&N - Offices - Customer - Cash Releasing Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
92;Occupancy and Notification-Offices-7.7-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #1;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
93;Occupancy and Notification-Offices-7.7-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
94;Occupancy and Notification-Offices-7.7-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
95;Occupancy and Notification-Offices-7.7-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
96;Occupancy and Notification-Offices-7.7-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
97;Occupancy and Notification-Offices-7.7-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
98;Occupancy and Notification-Offices-7.7-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
99;Occupancy and Notification-Offices-7.7-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
100;Occupancy and Notification-Offices-7.7-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
101;Occupancy and Notification-Offices-7.7-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,7;O&N - Offices - Customer - Wider Cash Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
102;Occupancy and Notification-Offices-7.8-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
103;Occupancy and Notification-Offices-7.8-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
104;Occupancy and Notification-Offices-7.8-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
105;Occupancy and Notification-Offices-7.8-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
106;Occupancy and Notification-Offices-7.8-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
107;Occupancy and Notification-Offices-7.8-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
108;Occupancy and Notification-Offices-7.8-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
109;Occupancy and Notification-Offices-7.8-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
110;Occupancy and Notification-Offices-7.8-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
111;Occupancy and Notification-Offices-7.8-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,8;O&N - Offices - Customer - Quantifiable, non-monetizable benefits ;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
112;Occupancy and Notification-Offices-7.9-Item #1;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;O&N-Offices-II.3.1;NA#;NA#;NA#;NA#;;;9;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
113;Occupancy and Notification-Offices-7.9-Item #2;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #2;Optimization of meeting room occupancy;Rate on a scale from 1-low to 10-high;O&N-Offices-II.3.2;NA#;NA#;NA#;NA#;;;9;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
114;Occupancy and Notification-Offices-7.9-Item #3;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #3;Improved compliance with health & safety regulations;Rate on a scale from 1-low to 10-high;O&N-Offices-II.3.3;NA#;NA#;NA#;NA#;;;4;90%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
115;Occupancy and Notification-Offices-7.9-Item #4;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #4;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
116;Occupancy and Notification-Offices-7.9-Item #5;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #5;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
117;Occupancy and Notification-Offices-7.9-Item #6;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #6;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
118;Occupancy and Notification-Offices-7.9-Item #7;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #7;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
119;Occupancy and Notification-Offices-7.9-Item #8;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #8;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
120;Occupancy and Notification-Offices-7.9-Item #9;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #9;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
121;Occupancy and Notification-Offices-7.9-Item #10;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #10;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
122;Occupancy and Notification-Offices-7.9-Item #11;Occupancy and Notification;Offices;7.;O&N - Offices - Customer;7,9;O&N - Offices - Customer - Non quantifiable  benefits ;Item #11;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
123;Occupancy and Notification-Factory/Manufact.-7.4-Item #1;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #1;Potential sub letting of unused space;Current # of square foot of unused space;O&N-Offices / Factory -II.1.1;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;$4;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
124;Occupancy and Notification-Factory/Manufact.-7.4-Item #2;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #2;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
125;Occupancy and Notification-Factory/Manufact.-7.4-Item #3;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #3;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
126;Occupancy and Notification-Factory/Manufact.-7.4-Item #4;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #4;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
127;Occupancy and Notification-Factory/Manufact.-7.4-Item #5;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #5;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
128;Occupancy and Notification-Factory/Manufact.-7.4-Item #6;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #6;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
129;Occupancy and Notification-Factory/Manufact.-7.4-Item #7;Occupancy and Notification;Factory/Manufact.;7.;O&N - Factory/Manufact. - Customer;7,4;O&N - Factory/Manufact. - Customer - UC Revenues (New) ;Item #7;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
